FREQUENCY	MEASURE	ASGS_2011	TIME_FORMAT	obsTime	obsValue	label_ASGS_2011	label_MEASURE	label_FREQUENCY
Q	2	5	P3M	2012-Q3	484668	Western Australia	Value of dwelling stock: Owned by households ($m)	Quarterly
Q	2	2	P3M	2012-Q4	1125573	Victoria	Value of dwelling stock: Owned by households ($m)	Quarterly
Q	2	2	P3M	2011-Q4	1114587.1	Victoria	Value of dwelling stock: Owned by households ($m)	Quarterly
Q	2	1	P3M	2011-Q3	1453495	New South Wales	Value of dwelling stock: Owned by households ($m)	Quarterly
Q	2	8	P3M	2012-Q4	77118.7	Australian Capital Territory	Value of dwelling stock: Owned by households ($m)	Quarterly
Q	2	2	P3M	2012-Q3	1097055.5	Victoria	Value of dwelling stock: Owned by households ($m)	Quarterly
Q	2	8	P3M	2014-Q3	81967.8	Australian Capital Territory	Value of dwelling stock: Owned by households ($m)	Quarterly
Q	2	0	P3M	2012-Q1	4193208	Australia	Value of dwelling stock: Owned by households ($m)	Quarterly
Q	3	2	P3M	2014-Q2	43832.2	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2014-Q4	279910.8	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2014-Q2	267618.8	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2013-Q4	5005.6	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2014-Q4	5007.7	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2014-Q3	5059.3	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2014-Q1	43721.6	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2014-Q3	44589.6	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2013-Q3	7374.1	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2013-Q4	95526.7	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2013-Q3	42503.3	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2013-Q3	21161.6	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2013-Q3	8150.9	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2013-Q3	91561.4	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2013-Q4	43034.3	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2012-Q2	235976.8	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2014-Q1	263272.2	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2014-Q2	34668.1	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2013-Q3	33696	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2011-Q3	8491.3	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2014-Q4	46376.6	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2014-Q1	97426.9	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2013-Q2	4801.4	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2014-Q4	46429.7	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2011-Q3	41332.9	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2014-Q4	9075.3	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2013-Q2	42519.6	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2014-Q3	9033.9	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2013-Q2	246992	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2011-Q4	232911.9	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2012-Q1	234939.6	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2013-Q2	8225.7	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2014-Q2	100072.6	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2014-Q3	103223.7	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2013-Q3	251094.5	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2013-Q1	8156.5	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2013-Q3	4796	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2014-Q2	9029.6	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2012-Q3	7019.7	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2011-Q3	20465.6	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2013-Q4	21699.3	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2011-Q4	41259.4	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2014-Q2	44898.4	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2012-Q3	83018.4	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2014-Q3	272063.4	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2012-Q2	84369.7	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2013-Q1	243735.8	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2012-Q3	31503.2	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2013-Q1	4893.7	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2013-Q1	42101.3	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2012-Q4	4845.9	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2014-Q1	5009.4	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2014-Q3	45560	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2012-Q2	20621.6	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2014-Q1	44272.3	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2014-Q2	22205.2	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2011-Q4	20956	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2014-Q1	34208.8	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2012-Q3	235010.7	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2012-Q1	39263.9	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2014-Q4	8073	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2012-Q3	41499.9	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2013-Q1	20834.2	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2013-Q2	20780.2	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2013-Q4	34030.1	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2011-Q3	233784.2	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2014-Q2	5156	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2013-Q4	7729.7	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2012-Q2	41137.4	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2014-Q3	22254.1	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2012-Q1	20520.8	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2012-Q2	31021	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2014-Q1	22189.8	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2011-Q4	30183.9	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2012-Q2	39376.6	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2013-Q3	41851.3	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2013-Q2	33135.3	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2013-Q2	40945.9	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2013-Q4	43518.7	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2013-Q2	7473.9	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2014-Q1	8822	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2011-Q4	7193.2	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2013-Q4	8858.6	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2012-Q1	31311.8	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2014-Q3	34559.4	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2012-Q3	20321.5	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2014-Q4	22649.4	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2013-Q4	259403	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2012-Q1	83283.6	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2012-Q4	39743.5	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2013-Q2	89110	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2012-Q4	7366.3	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2011-Q4	7694.2	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2012-Q1	7783.1	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2013-Q1	87199.7	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2014-Q2	7756.8	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2014-Q3	7783.6	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2013-Q1	7182.3	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2011-Q4	80951	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2013-Q1	32911.2	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2011-Q3	81724.2	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2014-Q4	34879.2	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2011-Q3	4835.5	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2013-Q1	40456.9	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2012-Q2	7536	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2011-Q3	30010.2	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2014-Q4	107419.8	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2012-Q4	41572.1	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	3	P3M	2012-Q1	40876.1	Queensland	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2012-Q2	7143.9	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2014-Q1	7621.4	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2012-Q3	4715.1	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2012-Q4	8408.1	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	1	P3M	2012-Q4	86189.1	New South Wales	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	4	P3M	2012-Q4	20489.4	South Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	5	P3M	2012-Q4	31985.6	Western Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	7	P3M	2012-Q3	7933.5	Northern Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	0	P3M	2012-Q4	240600	Australia	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2011-Q4	4972.1	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2012-Q2	4770.4	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2011-Q4	39702.2	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2011-Q3	39994.5	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	2	P3M	2012-Q3	38999.5	Victoria	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2012-Q1	7030.4	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	8	P3M	2011-Q3	6930	Australian Capital Territory	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	3	6	P3M	2012-Q1	4870	Tasmania	Value of dwelling stock: Owned by non households ($m)	Quarterly
Q	4	8	P3M	2014-Q2	155.7	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2011-Q4	9037.2	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2013-Q4	234.9	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2013-Q3	9261.4	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2014-Q4	80.2	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2014-Q3	236.2	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2013-Q3	234.5	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2013-Q4	1846.3	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2014-Q1	9329.1	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2013-Q2	970.9	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2014-Q1	77.9	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2014-Q4	1877.2	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2014-Q4	9452.9	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2014-Q3	9409.2	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2013-Q4	9299.4	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2013-Q2	9226.9	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2013-Q2	1831.5	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2014-Q2	9366.8	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2013-Q1	2331.5	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2014-Q2	2385.2	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2013-Q2	2342	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2014-Q4	236.8	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2012-Q2	954.9	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2012-Q3	2862.8	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2013-Q2	735.4	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2013-Q3	2353	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2014-Q2	78.7	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2013-Q1	150.9	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2014-Q2	2917.1	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2014-Q1	235.3	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2014-Q2	742.7	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2012-Q3	1811.2	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2012-Q4	75.9	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2011-Q4	1791.7	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2014-Q4	1004.3	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2013-Q3	975.6	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2014-Q1	2373.7	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2013-Q1	76.3	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2013-Q1	2877.3	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2014-Q2	235.8	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2014-Q1	154.9	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2013-Q3	76.9	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2012-Q4	2871.2	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2013-Q1	733.6	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2012-Q2	2856.3	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2012-Q4	732.2	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2012-Q1	9063.4	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2012-Q2	1803.9	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2013-Q4	739.2	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2014-Q1	740.8	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2012-Q1	726.3	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2013-Q3	1838.5	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2014-Q1	1852.1	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2014-Q3	1869.1	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2014-Q1	2908.6	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2014-Q3	156.2	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2012-Q4	2321.6	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2012-Q2	75.1	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2011-Q3	230.5	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2012-Q1	1796.2	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2012-Q2	2299.2	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2013-Q2	76.6	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2013-Q3	737.3	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2013-Q3	2892.6	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2013-Q4	981.5	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2014-Q1	985.8	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2014-Q2	1859.3	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2013-Q4	153.9	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2014-Q4	2410.5	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2011-Q4	74.4	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2014-Q4	157.9	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2013-Q1	9193.9	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2012-Q1	2287.7	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2012-Q1	2850.3	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2014-Q3	79.4	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2013-Q4	2364.5	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2012-Q4	149.5	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2013-Q4	77.5	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2013-Q2	234.1	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2014-Q2	992.3	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2013-Q3	153.1	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2014-Q3	2397.2	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2011-Q3	74	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2012-Q4	9166.1	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2011-Q3	1784.5	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2012-Q3	9130.2	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2012-Q1	74.7	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2012-Q4	1819	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2013-Q2	2884.7	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2013-Q4	2901.6	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2012-Q3	232.6	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2013-Q1	233.7	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2012-Q3	148.3	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2013-Q2	151.8	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2012-Q3	2309.8	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2014-Q4	2938.7	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2011-Q3	722.3	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2014-Q4	747.4	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	3	P3M	2013-Q1	1823.7	Queensland	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2011-Q4	724.6	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2012-Q4	963.4	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2013-Q1	966.8	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2011-Q3	9002.7	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2012-Q4	233.3	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2012-Q1	146.4	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2012-Q2	147.5	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	7	P3M	2012-Q3	75.5	Northern Territory	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2014-Q3	745.2	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2014-Q3	2927.7	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	0	P3M	2012-Q2	9097.6	Australia	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2014-Q3	998.3	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2012-Q3	730.4	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2011-Q3	942	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2012-Q1	950.2	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2011-Q4	2845.1	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2012-Q3	959.5	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	4	P3M	2012-Q2	728.5	South Australia	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2012-Q1	231.6	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2011-Q4	2278.3	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	2	P3M	2011-Q3	2265.6	Victoria	Number of residential dwellings ('000)	Quarterly
Q	4	1	P3M	2011-Q3	2839	New South Wales	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2011-Q4	231.1	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	6	P3M	2012-Q2	232.1	Tasmania	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2011-Q4	145.8	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	4	5	P3M	2011-Q4	946.3	Western Australia	Number of residential dwellings ('000)	Quarterly
Q	4	8	P3M	2011-Q3	144.9	Australian Capital Territory	Number of residential dwellings ('000)	Quarterly
Q	5	4	P3M	2013-Q3	384.8	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2014-Q1	545.4	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2013-Q2	580.5	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2013-Q3	516.3	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2014-Q1	588.9	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2014-Q4	593.2	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2014-Q1	540.6	Australia	Mean price of residential dwelling ($'000)	Quarterly
